Date,Time (UTC),Type,Symbol,Specification,Liquidity Indicator,Trading Fee Rate (bps),USD Amount USD,Fee (USD) USD,USD Balance USD,BTC Amount BTC,Fee (BTC) BTC,BTC Balance BTC,ETH Amount ETH,Fee (ETH) ETH,ETH Balance ETH,LTC Amount LTC,Fee (LTC) LTC,LTC Balance LTC,DOGE Amount DOGE,Fee (DOGE) DOGE,DOGE Balance DOGE,USDC Amount USDC,Fee (USDC) USDC,USDC Balance USDC,XRP Amount XRP,Fee (XRP) XRP,XRP Balance XRP,FET Amount FET,Fee (FET) FET,FET Balance FET,SHIB Amount SHIB,Fee (SHIB) SHIB,SHIB Balance SHIB,LRC Amount LRC,Fee (LRC) LRC,LRC Balance LRC,SUSHI Amount SUSHI,Fee (SUSHI) SUSHI,SUSHI Balance SUSHI,BONK Amount BONK,Fee (BONK) BONK,BONK Balance BONK,FTM Amount FTM,Fee (FTM) FTM,FTM Balance FTM,RNDR Amount RNDR,Fee (RNDR) RNDR,RNDR Balance RNDR,ALI Amount ALI,Fee (ALI) ALI,ALI Balance ALI,PEPE Amount PEPE,Fee (PEPE) PEPE,PEPE Balance PEPE,Trade ID,Order ID,Order Date,Order Time,Client Order ID,API Session,Tx Hash,Deposit Destination,Deposit Tx Output,Withdrawal Destination,Withdrawal Tx Output
2025-01-15,21:43:07.862,Sell,FTMUSD,StopLimit,Maker,10.00 ,"$1,735.78 ",($1.74),"$1,738.41 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,"(2,135.028751 FTM)",,0.0 FTM ,,,205.886938 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886507513,73771238686479014,2025-01-15,21:06:08.699,,web,,,,,
2025-01-15,22:00:51.652,Sell,RNDRUSD,StopLimit,Taker,29.9998 ,$5.04 ,($0.02),"$1,743.43 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(0.675067 RNDR),,205.211871 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513077,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.652,Sell,RNDRUSD,StopLimit,Taker,29.99998 ,$20.02 ,($0.06),"$1,763.39 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(2.680681 RNDR),,202.53119 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513076,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.652,Sell,RNDRUSD,StopLimit,Taker,30.00 ,$968.89 ,($2.91),"$2,729.37 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(129.687227 RNDR),,72.843963 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513074,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.652,Sell,RNDRUSD,StopLimit,Taker,30.00 ,$250.25 ,($0.75),"$2,978.87 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(33.500184 RNDR),,39.343779 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513075,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.652,Sell,RNDRUSD,StopLimit,Taker,29.99999 ,$26.75 ,($0.08),"$3,005.54 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(3.587786 RNDR),,35.755993 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513079,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.652,Sell,RNDRUSD,StopLimit,Taker,30.00 ,$93.72 ,($0.28),"$3,098.98 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(12.565131 RNDR),,23.190862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513078,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.717,Sell,RNDRUSD,StopLimit,Maker,9.9998 ,$2.46 ,($0.00),"$3,101.44 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(0.33 RNDR),,22.860862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513080,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.813,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,111.71 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,21.480862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513082,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:51.915,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,121.99 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,20.100862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513084,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.017,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,132.27 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,18.720862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513086,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.115,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,142.55 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,17.340862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513092,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.213,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,152.82 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,15.960862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513094,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.316,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,163.10 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,14.580862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513096,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.414,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,173.38 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,13.200862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513098,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.513,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,183.66 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,11.820862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513100,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.626,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,193.93 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,10.440862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513102,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.716,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,204.21 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,9.060862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513104,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.819,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,214.49 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,7.680862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513106,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:00:52.919,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$10.29 ,($0.01),"$3,224.77 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.38 RNDR),,6.300862 RNDR ,,,"49,091.801669 ALI ",,,"64,135,749.209088 PEPE ",2840140886513108,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:22:25.138,Sell,PEPEUSD,StopLimit,Taker,30.00 ,"$1,193.25 ",($3.58),"$4,414.43 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,6.300862 RNDR ,,,"49,091.801669 ALI ","(64,135,749.209088 PEPE)",,0.0 PEPE ,2840140886517632,73771238686510993,2025-01-15,21:06:35.500,,web,,,,,
2025-01-15,22:31:43.353,Sell,RNDRUSD,StopLimit,Maker,9.99999 ,$19.89 ,($0.02),"$4,434.30 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(2.667501 RNDR),,3.633361 RNDR ,,,"49,091.801669 ALI ",,,0.0 PEPE ,2840140886518764,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:31:44.193,Sell,RNDRUSD,StopLimit,Maker,9.99992 ,$10.91 ,($0.01),"$4,445.20 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(1.464117 RNDR),,2.169244 RNDR ,,,"49,091.801669 ALI ",,,0.0 PEPE ,2840140886518770,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:32:13.960,Sell,RNDRUSD,StopLimit,Maker,9.99999 ,$16.17 ,($0.02),"$4,461.36 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(2.169244 RNDR),,0.0 RNDR ,,,"49,091.801669 ALI ",,,0.0 PEPE ,2840140886518892,73771238686384452,2025-01-15,21:04:37.852,,web,,,,,
2025-01-15,22:54:23.272,Sell,ALIUSD,Limit,Maker,10.00 ,$11.55 ,($0.01),"$4,472.90 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,"(1,081.57301 ALI)",,"48,010.228659 ALI ",,,0.0 PEPE ,2840140886522788,73771238686786773,2025-01-15,21:10:52.462,,web,,,,,
2025-01-15,23:19:14.353,Sell,ALIUSD,Limit,Maker,10.00 ,$35.43 ,($0.04),"$4,508.30 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,"(3,316.877794 ALI)",,"44,693.350865 ALI ",,,0.0 PEPE ,2840140886530234,73771238686786773,2025-01-15,21:10:52.462,,web,,,,,
2025-01-15,23:53:42.637,Sell,ALIUSD,Limit,Maker,9.99999 ,$10.66 ,($0.01),"$4,518.94 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,"5,519.67765 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,(997.719498 ALI),,"43,695.631367 ALI ",,,0.0 PEPE ,2840140886542040,73771238686786773,2025-01-15,21:10:52.462,,web,,,,,
2025-01-16,00:31:43.715,Sell,LRCUSD,StopLimit,Taker,29.99995 ,$17.39 ,($0.05),"$4,536.29 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,(91.947259 LRC),,"5,427.730391 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"43,695.631367 ALI ",,,0.0 PEPE ,2840140886559614,73771238686841883,2025-01-15,21:11:51.564,,web,,,,,
2025-01-16,00:31:43.715,Sell,LRCUSD,StopLimit,Taker,30.00 ,$378.39 ,($1.14),"$4,913.54 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,"(1,997.603068 LRC)",,"3,430.127323 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"43,695.631367 ALI ",,,0.0 PEPE ,2840140886559613,73771238686841883,2025-01-15,21:11:51.564,,web,,,,,
2025-01-16,00:32:47.308,Sell,LRCUSD,StopLimit,Maker,10.00 ,$199.55 ,($0.20),"$5,112.89 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,"(1,055.0 LRC)",,"2,375.127323 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"43,695.631367 ALI ",,,0.0 PEPE ,2840140886560122,73771238686841883,2025-01-15,21:11:51.564,,web,,,,,
2025-01-16,00:32:55.568,Sell,LRCUSD,StopLimit,Maker,10.00 ,$199.55 ,($0.20),"$5,312.24 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,"(1,055.0 LRC)",,"1,320.127323 LRC ",,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"43,695.631367 ALI ",,,0.0 PEPE ,2840140886560228,73771238686841883,2025-01-15,21:11:51.564,,web,,,,,
2025-01-16,00:32:57.791,Sell,LRCUSD,StopLimit,Maker,10.00 ,$199.55 ,($0.20),"$5,511.60 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,"(1,055.0 LRC)",,265.127323 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"43,695.631367 ALI ",,,0.0 PEPE ,2840140886560234,73771238686841883,2025-01-15,21:11:51.564,,web,,,,,
2025-01-16,01:01:30.149,Sell,LRCUSD,StopLimit,Maker,9.99999 ,$50.15 ,($0.05),"$5,561.70 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,(265.127323 LRC),,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"43,695.631367 ALI ",,,0.0 PEPE ,2840140886572171,73771238686841883,2025-01-15,21:11:51.564,,web,,,,,
2025-01-16,01:36:36.217,Sell,ALIUSD,Limit,Maker,10.00 ,$23.39 ,($0.02),"$5,585.06 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,"(2,189.828614 ALI)",,"41,505.802753 ALI ",,,0.0 PEPE ,2840140886578357,73771238686786773,2025-01-15,21:10:52.462,,web,,,,,
2025-01-16,02:05:08.330,Sell,ALIUSD,Limit,Maker,10.00 ,$46.04 ,($0.05),"$5,631.06 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,"(4,309.798807 ALI)",,"37,196.003946 ALI ",,,0.0 PEPE ,2840140886582928,73771238686786773,2025-01-15,21:10:52.462,,web,,,,,
2025-01-16,02:07:25.388,Sell,ALIUSD,Limit,Maker,10.00 ,$397.33 ,($0.40),"$6,027.99 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,"(37,196.003946 ALI)",,0.0 ALI ,,,0.0 PEPE ,2840140886583238,73771238686786773,2025-01-15,21:10:52.462,,web,,,,,
2025-01-16,02:20:11.960,Buy,FTMUSD,Limit,Maker,9.99992 ,($44.51),($0.04),"$5,983.43 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,54.337576 FTM ,,54.337576 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886585027,73771238710165643,2025-01-16,02:17:02.549,,web,,,,,
2025-01-16,02:21:25.379,Buy,FTMUSD,Limit,Maker,10.00 ,"($3,955.49)",($3.96),"$2,023.99 ",,,0.00004263 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,"4,828.474924 FTM ",,"4,882.8125 FTM ",,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886585164,73771238710165643,2025-01-16,02:17:02.549,,web,,,,,
2025-01-16,03:32:06.530,Buy,LTCUSD,Limit,Maker,9.99995 ,($175.98),($0.18),"$1,847.83 ",,,0.00004263 BTC ,,,0.0 ETH ,1.5018 LTC ,,1.5018 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,"4,882.8125 FTM ",,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886597915,73771238714985880,2025-01-16,03:32:02.683,,web,,,,,
2025-01-16,03:32:06.530,Buy,LTCUSD,Limit,Maker,9.99995 ,($175.98),($0.18),"$1,671.67 ",,,0.00004263 BTC ,,,0.0 ETH ,1.5018 LTC ,,3.0036 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,"4,882.8125 FTM ",,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886597919,73771238714985880,2025-01-16,03:32:02.683,,web,,,,,
2025-01-16,03:32:06.530,Buy,LTCUSD,Limit,Maker,9.99995 ,($879.90),($0.88),$790.89 ,,,0.00004263 BTC ,,,0.0 ETH ,7.509 LTC ,,10.5126 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,"4,882.8125 FTM ",,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886597917,73771238714985880,2025-01-16,03:32:02.683,,web,,,,,
2025-01-16,03:32:06.530,Buy,LTCUSD,Limit,Maker,9.99991 ,($476.59),($0.48),$313.82 ,,,0.00004263 BTC ,,,0.0 ETH ,4.0672 LTC ,,14.5798 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,"4,882.8125 FTM ",,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886597913,73771238714985880,2025-01-16,03:32:02.683,,web,,,,,
2025-01-16,03:32:06.686,Buy,LTCUSD,Limit,Maker,9.99973 ,($306.54),($0.31),$6.97 ,,,0.00004263 BTC ,,,0.0 ETH ,2.61596 LTC ,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,"4,882.8125 FTM ",,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886597921,73771238714985880,2025-01-16,03:32:02.683,,web,,,,,
2025-01-16,06:01:39.000,Sell,FTMUSD,Limit,Maker,9.99999 ,"$1,045.02 ",($1.05),"$1,050.94 ",,,0.00004263 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,480.967185 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,"(1,259.512857 FTM)",,"3,623.299643 FTM ",,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140886613507,73771238717716273,2025-01-16,04:16:11.340,,web,,,,,
